id;platform;text;traffic;sport;work;culture;events;politics
71;1;"Firmy napojené na podnikatele Procházku nesmí u Bobycentra vybírat parkovné Firmy napojené na podnikatele Libora Procházku nemohou v Brně bránit vjezdu na pozemky města kolem Bobycentra ani vyžadovat parkovné nebo tam dávat zátarasy. Rozhodl o tom Městský soud v Brně.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/zabrany-parkoviste-luzanky-libor-prochazka-odstraneni-brno.A190208_172409_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eBrno odvezlo z podnikatelova parkoviště zábrany, jeho právník volal policii\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/poplatky-prujezd-parkoviste-bobycentrum-libor-prochazka-brno.A181228_447545_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003ePodnikatel se pře s Brnem, začal vybírat poplatky za průjezd k Bobycentru\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/libor-prochazka-podnikatel-parkovne-pozemky-luzanky-mesto.A181221_153011_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003ePodnikatel chce vybírat parkovné u Sportcentra Lužánky, město je proti\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;0;0;0;0;1
72;1;"Za pořezání tenistky Kvitové dostal obžalovaný osm let vězení Brněnský krajský soud potrestal obžalovaného Radima Žondru za napadení tenistky Petry Kvitové osmi lety vězení. Útok se odehrál v prosinci roku 2016 v bytě wimbledonské šampionky, která po něm měla ošklivě pořezanou levou ruku.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/brno-soud-petra-kvitova-svedectvi.A190205_084211_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eKdyž jsem viděla krev, začala jsem pištět, popsala Kvitová své napadení\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/soud-napadeni-petra-kvitova-radim-zondra-obvineni-podjatost.A190206_094327_brno-zpravy_vh#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eV kauze napadení Kvitové žádá obhajoba detektor lži. Soud má za podjatý\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/tenistka-petra-kvitova-napadeni-vypoved-soud-brno.A190204_455409_brno-zpravy_mos1#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003ePro nás je tento případ jeden z mnoha, říká žalobce k napadení Kvitové\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;1
73;1;"Přestane se stavět, protestuje Brno proti plánu na rozsáhlé památkové zóny Památkáři chtějí prosadit dvě plošné ochranné zóny v Brně – pás kolem historického centra a část Králova Pole. Zastaví to rozvoj, bouří se vedení města a věří, že najde zastání u ministra kultury.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/pamatky-brno-ministerstvo-kultury-magistrat-soud.A171009_356791_brno-zpravy_dh#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eBrno jde do soudní bitvy s ministerstvem. Kvůli stovkám památek\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/rozhovor-zdenek-vacha-narodni-pamatkovy-ustav.A170116_160133_brno-zpravy_mav#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eTisíce památek bez ochrany? Následky mohou být nedozírné, míní památkář\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/pamatky-v-brne.A160608_2251964_brno-zpravy_vh#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eŠokující rozhodnutí ministerstva. Třetina památek v Brně nejsou památky\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/katastr-nemovitosti-brno-znacka-pamatkova-pece.A190326_466208_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eVlastníky nemovitostí v Brně vyplašila záhadná šifra, značí památkovou péči\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;0;0;0;0;1
74;1;"Jak se „topící“ Hruška chytil stébla ve čtvrtfinále  play off Trápil se, propadl se sestavou. Čtvrtfinále centra Komety probudilo. Maximálně vydařená čtvrtfinálová série hokejistů Komety proti Hradci Králové, ukončená brněnským mistrem ve čtyřech zápasech, připomněla vedle síly obhájců titulu i fakt, jak důležitý je v jejich sestavě střední útočník Jan Hruška.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/libor-zabransky-kometa-brno.A190325_071700_hokej_rou#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eKluci jsou neuvěřitelně ctižádostiví, říká brněnský šéf Zábranský\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/kometa-brno-postup-do-semifinale.A190324_212748_hokej_ten#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eTým, který se mění, ale nechybuje. A hokejová Kometa letí dál\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/online-souhrn-ctvrte-zapasy-ctvrtfinale-hradec-kralove-kometa-brno-olomouc-plzen-extraliga-hokej.A190323_111935_hokej_zele#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eSuverénní Kometa je v semifinále, Plzeň srovnala sérii s Olomoucí\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/nhl/brno-nhl-zapas-v-praze-fan-tour-hokej.A190322_465459_nhl_ten#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eHokejová show nejen v Praze. Také Brno zažije na podzim dotek NHL\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/zbynek-michalek-rozhovor-kometa-hradec-kralove.A190322_465455_hokej_ten#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eHradec má víc střel? My dáváme góly, usmívá se brněnský Michálek\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
75;1;"V Zetoru bylo lépe, stýskají si propuštění zaměstnanci na nových místech Když slavný brněnský výrobce traktorů Zetor v zimě ohlásil, že kvůli úsporám propustí stovky lidí, okamžitě o ně projevila zájem řada společností, které je samy začaly oslovovat s nabídkami práce. Podle odborářů se ovšem happy end nekoná.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/zetor-propousteni-zamestnanci-delnici-zajem-firmy-prace-zamestnanost-duchod.A181219_446411_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eFirmy mají zájem o lidi propuštěné ze Zetoru, nabídky už se hrnou\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/vyroci-zetor-brno.A160520_2247617_brno-zpravy_vh#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eJede traktor, je to Zetor. Stroje z Brna brázdí pole už sedmdesát let\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/ekonomika/podniky/zetor-problemy-vyroba-autoprumysl.A181218_101738_ekoakcie_fih#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZetor má problémy. Výrobce traktorů propouští stovky lidí\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;0;1;0;0;0
76;1;"Ohňostroj v Brně letos odpálí také Filipínci, soutěžit budou jen tři týmy Už za dva měsíce se můžou lidé v Brně těšit na první ohňostroj z letošní přehlídky festivalu Ignis Brunensis. V tradiční soutěži doplní ostřílené Portugalce nováčci z Norska a dalekých Filipín.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/ohnostroj-prehrada-festival-starobrno-ignis-brunensis-brno.A180603_103837_brno-zpravy_pmk#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eOhňostroj v Brně zahnal bouřku, na přehradě ho vidělo 180 tisíc lidí\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/ohnostroje-ignis-brunensis-porotce-karel-vagner-brno-brnenska-prehrada.A170610_2331894_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eOhňostroje nejsou nic jiného než balet na nebi, říká porotce Vágner\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/ohnostroje-v-brne.A160603_155722_brno-zpravy_vh#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eFamózní ohňostroje zářily nad Brnem už v 17. století, někdy i hořelo\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e"",""text"":""Ohňostroj v Brně letos odpálí také Filipínci, soutěžit budou jen tři týmy Už za dva měsíce se můžou lidé v Brně těšit na první ohňostroj z letošní přehlídky festivalu Ignis Brunensis. V tradiční soutěži doplní ostřílené Portugalce nováčci z Norska a dalekých Filipín.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/ohnostroj-prehrada-festival-starobrno-ignis-brunensis-brno.A180603_103837_brno-zpravy_pmk#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eOhňostroj v Brně zahnal bouřku, na přehradě ho vidělo 180 tisíc lidí\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/ohnostroje-ignis-brunensis-porotce-karel-vagner-brno-brnenska-prehrada.A170610_2331894_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eOhňostroje nejsou nic jiného než balet na nebi, říká porotce Vágner\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/ohnostroje-v-brne.A160603_155722_brno-zpravy_vh#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eFamózní ohňostroje zářily nad Brnem už v 17. století, někdy i hořelo\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;0;0;0;1;0
77;1;"Tým, který se mění, ale nechybuje. A hokejová Kometa letí dál Zatímco jeho extraligoví konkurenti ještě musí válčit o postup do semifinále, Libor Zábranský v pondělí se svými třemi psy vyráží na procházku po Pálavě. Pohodu si majitel a kouč Komety může užít, neboť jeho hokejová smečka i po dvou titulech zůstává dál v play off hladová, soustředěná a suverénní.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/radek-smolenak-hradec-kralove-kometa-brno-ctvrtfinale-rozhovor.A190323_235852_hokej_ten#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eNení to Real Madrid, ale klobouk dolů před nimi, řekl Smoleňák o Kometě\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/play-off-extraliga-hradec-kometa-martin-zatovic-mountfield-hattrick.A190323_223807_hokej_daj#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZábranský to uhrál v zákulisí, zavřeli nám jen Erata, vtipkoval Zaťovič\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/online-souhrn-ctvrte-zapasy-ctvrtfinale-hradec-kralove-kometa-brno-olomouc-plzen-extraliga-hokej.A190323_111935_hokej_zele#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eSuverénní Kometa je v semifinále, Plzeň srovnala sérii s Olomoucí\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/hokej-kometa-peter-mueller.A190322_223014_hokej_cig#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZavřete se před světem a jedete, popsal Mueller vítěznou penaltu\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/jan-hruska-kometa-brno.A190326_466218_hokej_rou#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eJak se „topící“ Hruška chytil stébla ve čtvrtfinále  play off\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
78;1;"Kluci jsou neuvěřitelně ctižádostiví, říká brněnský šéf Zábranský Znovu to dokázal. Pošesté Kometa pod jeho vedením hrála extraligové čtvrtfinále a pošesté z něj prošla dál – potřetí za sebou bez jediného zaváhání. „To se nikdy neomrzí,“ ujišťuje šéf brněnského hokejového kolosu Libor Zábranský. „Pro ten pocit zadostiučinění hokej děláme. Jak to kluci odmakali a dodržovali taktiku, jak celý realizační tým fungoval... To se ani nedá popsat,“ rozplýval se.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/play-off-extraliga-hradec-kometa-martin-zatovic-mountfield-hattrick.A190323_223807_hokej_daj#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZábranský to uhrál v zákulisí, zavřeli nám jen Erata, vtipkoval Zaťovič\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/online-souhrn-ctvrte-zapasy-ctvrtfinale-hradec-kralove-kometa-brno-olomouc-plzen-extraliga-hokej.A190323_111935_hokej_zele#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eSuverénní Kometa je v semifinále, Plzeň srovnala sérii s Olomoucí\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/daniel-rakos-hradec-kralove-martin-erat-kometa-brno-faul-trest-jeden-zapas-stop-hokej.A190323_140634_hokej_tof#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eErat kvůli faulu na Rákose vynechá sobotní čtvrtfinálový duel\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/jan-hruska-kometa-brno.A190326_466218_hokej_rou#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eJak se „topící“ Hruška chytil stébla ve čtvrtfinále  play off\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
79;1;"Ve Svitávce odmítli poskytnout bydlení pro postižené, teď se za to stydí Jihomoravský kraj chtěl ve Svitávce letos začít budovat chráněné bydlení pro dvanáct mentálně postižených lidí. Kvůli odporu místních však nevznikne. V reakci na to už přichází na kraj nabídky jiných míst.\n\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/paralympionik-v-brne-ma-vlastni-bydleni.A131213_2011565_brno-zpravy_lva#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eMůžu si žít svůj život, chválí si paralympionik v Brně vlastní bydlení\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/kocianka-brno-sto-let-ustav-postizeni-historie.A190202_455179_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eSto let Kociánky. Z postižených dětí byli statkáři i teoretičtí hasiči\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/penize-socialni-sluzby-charity-jihomoravsky-kraj.A171109_363445_brno-zpravy_vh#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eVzbouření charit pomohlo. Kraj rozdělí peníze všem, šéfům se ulevilo\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;0;0;0;0;1
80;1;"Při srážce dvou aut se zranili čtyři lidé, jednoho museli vyprostit K dopravní nehodě dvou aut vyjížděli jihomoravští hasiči v sobotu večer. Při srážce u Moravské Nové Vsi se zranili čtyři lidé, jednoho museli vyprošťovat.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/nehoda-d1-dalnice-motorka.A190323_113455_brno-zpravy_abr#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eNehoda uzavřela dálnici D1 u Brna, kolona měřila čtyři kilometry\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/karlovy-vary/zpravy/hazlov-nehoda-smrt-dite.A190316_164027_vary-zpravy_bse#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eNa Chebsku při nehodě dvou aut zemřelo dítě. Pro zraněné letěl vrtulník\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/ostrava/zpravy/nehoda-smrt-strom-zachranari-policie.A190314_092512_ostrava-zpravy_jaga#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eNáraz do stromu auto obtočil kolem, řidič nehodu nepřežil\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/dalnice-d1-nehoda-181-kilometr-kyvalka-na-prahu-provoz-zastaven.A190313_124325_brno-zpravy_klu#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003ePo nehodě na D1 u Brna hořel nákladní vůz, cestu na Prahu brzdila kolona\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";1;0;0;0;0;0
81;1;"Není to Real Madrid, ale klobouk dolů před nimi, řekl Smoleňák o Kometě Na začátku série si do brněnské Komety s gustem rýpnul, jenže na ledě jí Radek Smoleňák se svým týmem vzdorovat nedokázal. Hradec Králové před šampionem ve čtvrtfinále hokejové extraligy kapituloval 0:4 na zápasy.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/play-off-extraliga-hradec-kometa-martin-zatovic-mountfield-hattrick.A190323_223807_hokej_daj#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZábranský to uhrál v zákulisí, zavřeli nám jen Erata, vtipkoval Zaťovič\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/online-souhrn-ctvrte-zapasy-ctvrtfinale-hradec-kralove-kometa-brno-olomouc-plzen-extraliga-hokej.A190323_111935_hokej_zele#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eSuverénní Kometa je v semifinále, Plzeň srovnala sérii s Olomoucí\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/daniel-rakos-hradec-kralove-martin-erat-kometa-brno-faul-trest-jeden-zapas-stop-hokej.A190323_140634_hokej_tof#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eErat kvůli faulu na Rákose vynechá sobotní čtvrtfinálový duel\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/radek-smolenak-hradec-kralove-kometa.A190322_465456_hokej_ten#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eSolíme Smoleňákovými slzami, hecují sérii fanoušci Komety\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/hokej-smolenak-erat-ctvrtfinale-kometa-hradec-zabransky.A190318_215134_hokej_cig#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eŽe Erat hrál? Pan Zábranský si to zkušeně pohlídal, řekl Smoleňák\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/hokej/extraliga/kometa-brno-postup-do-semifinale.A190324_212748_hokej_ten#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eTým, který se mění, ale nechybuje. A hokejová Kometa letí dál\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
82;1;"Tip Deníku: Cestovatel povypráví o cestě autem do Mongolska Brno - Pět lidí cestovalo ve starém sovětském autě. Projelo přes pět vrcholů, dva kontinenty a osmnáct tisíc kilometrů až do Mongolska. O úskalích i zážitcích z nevšední cesty povypráví ve čtvrtek účastník zájezdu a průvodce Adam Stejskal."",""text"":""Tip Deníku: Cestovatel povypráví o cestě autem do Mongolska Brno - Pět lidí cestovalo ve starém sovětském autě. Projelo přes pět vrcholů, dva kontinenty a osmnáct tisíc kilometrů až do Mongolska. O úskalích i zážitcích z nevšední cesty povypráví ve čtvrtek účastník zájezdu a průvodce Adam Stejskal.";0;0;0;0;1;0
83;1;"Billboardy v Brně lemují silnice načerno Brno /ANKETA/ – Lemují hlavní silnice Brna, lákají lidi na úsměv i slevy. Mnoho billboardů však stojí na území města nelegálně. Mezi nimi je i reklama v Jihlavské ulici u Fakultní nemocnice Brno v Bohunicích. Upozornil na ni politik Michal Závodský. Dopátrat se těch, kteří nelegální reklamu umísťují, je přitom takřka nemožné."",""text"":""Billboardy v Brně lemují silnice načerno Brno /ANKETA/ – Lemují hlavní silnice Brna, lákají lidi na úsměv i slevy. Mnoho billboardů však stojí na území města nelegálně. Mezi nimi je i reklama v Jihlavské ulici u Fakultní nemocnice Brno v Bohunicích. Upozornil na ni politik Michal Závodský. Dopátrat se těch, kteří nelegální reklamu umísťují, je přitom takřka nemožné.";1;0;0;0;0;1
84;1;"Řidič nezvládl řízení a narazil do domu Oslavany – Do rodinného domu v Oslavanech narazil ve středu večer řidič osobního auta. „Nezvládl řízení a najel do budovy. Zda byl opilý, nevíme. Odmítl totiž dechovou zkoušku. Hrozí mu tak pokuta až padesát tisíc korun,“ informovala policejní mluvčí Alice Musilová."",""text"":""Řidič nezvládl řízení a narazil do domu Oslavany – Do rodinného domu v Oslavanech narazil ve středu večer řidič osobního auta. „Nezvládl řízení a najel do budovy. Zda byl opilý, nevíme. Odmítl totiž dechovou zkoušku. Hrozí mu tak pokuta až padesát tisíc korun,“ informovala policejní mluvčí Alice Musilová.";1;0;0;0;0;0
85;1;Liškutin už není místostarosta. Zastupitelé ho odvolali Brno – Odvolání Petra Liškutina z postu místostarosty odsouhlasilo zastupitelstvo brněnských Ivanovic. „Shodli jsme se jednomyslně. Nového místostarostu nezvolíme. Budeme mít o jednoho méně,“ uvedla starostka městské části Jana Bohuňovská.;0;0;0;0;0;1
86;1;Srážka mikrobusu a nákladního auta: D1 ve směru na Prahu stála Říčky – Mikrobus se srazil ve středu kolem půl jedenácté dopoledne s nákladním autem na dálnici D1 ve směru na Prahu u Říček na Brněnsku. Dva lidé se při nehodě zranili. V Mikrobusu se nacházelo osm cestujících.;1;0;0;0;0;0
87;1;Bystrčáky rozhádala zahrádka u baru Kotelna. Některým vadí hluk Brno – Vychutnat si v letních dnech pivo na zahrádce, nebo si užít večerního klidu bez hluku lidí z hospody. Sporem místních kvůli baru Kotelna se museli zabývat politici v brněnské Bystrci. Jeho zahrádku během několika měsíců zakázali i povolili.;0;0;0;0;0;1
88;1;Předběžné rozhodnutí soudu: Konec placeného parkování u Boby nebo hokejových hal Brno – Na Ponavě řidiči mohou parkovat zadarmo. Vyplývá to z předběžného opatření vydané soudem, podle něhož tam nesmí podnikatel Libor Procházka, ani firmy s ním související, vybírat parkovné nebo bránit autům v parkování.;1;1;0;0;0;1
89;1;Vladimír Dlouhý: Tvrdá práce přinesla hmatatelné výsledky Česká ekonomika patří v současnosti k hospodářsky nejrychleji rostoucím zemím Evropy. Má nízkou nezaměstnanost i státní dluh, silný průmysl i kvalifikovanou pracovní sílu.;0;0;1;0;0;0
90;1;Málem jsem se upracoval k smrti. Lékaři mi dávali jedno procento na přežití Work-life balance je absolutně důležitý, říká muž, který strávil dva měsíce v kómatu.;0;0;1;0;0;0
91;1;RegioJet omezí spojení do Plzně, přidá ale autobusy mezi Prahou a Brnem Poprvé po dvou letech přidá společnost RegioJet další spoje na své hlavní autobusové trase mezi Prahou a Brnem, na které se dlouhodobě snaží přesunout lidi spíše do svých vlaků. Informoval o tom server Zdopravy.cz.;1;0;0;0;0;0
92;1;Kraj chce koupit část Technologického parku. Za půl miliardy Jižní Morava – Za více než půl miliardy korun chtějí zástupci Jihomoravského kraje odkoupit část brněnského Technologického parku. Záměr ve středu Brněnskému deníku Rovnost potvrdil náměstek krajského hejtmana Jan Vitula.;0;0;0;0;0;1
93;1;Změna. V Zetoru nakonec skončí jen 170 zaměstnanců Brno – Personální škrty nakonec v brněnské firmě Zetor nebudou tak bolestné, jak představitelé tradičního výrobce traktorů předpokládali. O práci mělo původně přijít 260 lidí. „Po vyhodnocení všech nákladových úspor Zetor propustí nanejvýš 170 zaměstnanců, což je o třetinu méně,“ sdělil výkonný ředitel firmy Marián Lipovský.;0;0;1;0;0;0
94;1;Kvasinská revoluce. Škoda tlačí platy nahoru, těžko jí konkurují i horské chaty /PŘÍBĚH DENÍKU/ Průmyslový boom, který v posledních letech díky kvasinské automobilce Škoda Auto zažívá podhůří Orlických hor, nemá v Česku obdoby. Z výrobních linek této fabriky denně sjíždějí stovky nových aut, pracuje v ní více než deset tisíc lidí z regionu, ale také z ciziny. Rychnovsko i lidé v něm zbohatli. Všechno ale něco stojí. Život v okrese se radikálně proměnil a najdou se také negativa. Dopravní infrastruktura by potřebovala rychlejší zlepšení, obchodníkům v regionu chybí pracovníci a zhoršila se i bezpečnost.;0;0;1;0;0;0
